id,text,offensive_substrings,offensive_sequences
6165465,"Știe cineva de ce Gică este roșu pe față de vreo 5 ani? Ce naiba are? Plus nasul, pare că s-a mărit. Cât despre Janisimus, cum va da de fotbalul adevărat se va convinge că mai bine se apuca de popice. Un mediocru care se mulează cât de cât pe liga mămăliga.","['naiba', 'Un mediocru', 'liga mămăliga']","[(59, 64), (201, 212), (243, 256)]"
5393784,"Greu! F.greu! Dar si F.RAU! Foarte rau, pt. ca toate problemele semnalate, nu sunt de la instaurarea Guvernului Ciolos, si te-ntrebi, cum de nu a scris o scrisoare premierului Boc si/sau lui Ponta, ori, peoblemele enumerate in preambulul scrisorii ""SITUAȚIA REALĂ CU CARE SE CONFRUNTĂ ROMÂNIA LA NIVELUL POPULAȚIEI ȘI IMPLICIT, AL NAȚIUNII, POATE FI DEFINITĂ PRIN: obezitate, diabet, boli cardio-vasculare, depresii, scăderea imunității generale, lipsă de educație, ..."" - nu existau in timpul celorlate guvernari? Sau daca a facut-o, dece nu spune cu ce rezultate? Seamana ""a dracului"" de bine cu revolta puscariasilor, care nu se simt ""confortabil"", taman in guvernarea Ciolos. Nu vrea sa se inteleaga ca problemele mentionate nu ar avea suport real! Dar Florentin Marinescu ca ar fi trebuit sa-si asume cele scrise in calitatea de presedinte al federatiei, si nu ca expert ""al domeniului"" (dece expert ""al domeniului"" si nu ""expert in psihologie, sau in lupte martiale ori Ed.Fizica ori...sa-l defineasca asa cum este titlul din teza de doctorat, pt. ca, presupun, doctoratul, titlul stiintific este cel ce-i certifica calitatea de ""expert""). Sa crezi ca ai nevoie sa semnezi alaturi de un ""grup de expert"" este ca si cum ai recunoaste ca nu stii tot ce se-ntampla in ""curtea ta"". Descrierea situatiei, te face sa te-ntrebi dece oare nu a transmis impreuna cu sezizare, si demisia? Cum mai stai ""cocotat&quo",['dracului'],"[(577, 585)]"
11445,Cine pulă verde e luis și cine-i pisda alcalină de-i dă replica? Cu dracului îi pasă?,"['pulă verde', 'pisda alcalină', 'dracului']","[(5, 15), (33, 47), (68, 76)]"
6918597,Eu nu văd nimic 3D aci. Şi nu-s singuru'. Faceţi dreaq ceva cu mizeria asta!,['dreaq'],"[(49, 54)]"
5984991,"Să fie , dar cum Dinamo are ALERGIE in Europa ,  naiba știe !!",[' naiba'],"[(48, 54)]"
4333592,"Pe dracu ... în retur, Frodi o să și-o ia la scor de neprezentare ... mai vorbim atunci.",['dracu'],"[(3, 8)]"
8946,"Păi ce naiba bre că doar nu o fi fată mare, e vorba de bărbaţi, nu de ce îţi închipui tu ""! : ))",['naiba'],"[(7, 12)]"
2976237,"In plus cred ca știa foarte bine ce cumpara...dacă in contract nu scrie palmares, cum naiba să-l iei și pe ăla? Știind ca el e ""Gigi becali"" credea ca orice își dorește nu are cum sa nu ii revină... sa va aduc aminte cum vroia stadionul pentru el ... doar pentru el , pe motiv ca e al statului, un bun național.., in mintea lui credea ca doar el merita bunul statului... și asta obligatoriu gratis",['naiba'],"[(86, 91)]"
7053390,"M-ai tîmpit cu ăia 2000 de km îb sus, 2000 de km în jos ... au construit pre dracu! SÎnt vreo 2000 de km de ȘOSELE nou construite (echuvalenyul drumurilor noastre naționale), iar din ele puțin sub 300 de km sînt autostrăzi. Punct.",['dracu'],"[(77, 82)]"
3025959,"10 decizii au fost pt cfr in tur ...ce-i asta plm...shi se kka pe ei acum :           - penalty neacordat gazdelor la Pandurii - CFR (0-1)
- Dani n-a fost eliminat la Galaţi, a","['plm', 'se kka pe ei']","[(46, 49), (56, 68)]"
6188224,"păi trebuie să fii pe schiuri acum, eu intr-o groapa, ce dracului??",['dracului'],"[(57, 65)]"
5950553,"""Am pierdut 10 ani din viaţă pentru Dinamo şi nu mai pot să tac. Am făcut ceva pentru club, am transferat 49 de jucători, am distrus o echipă a Craiovei, am adus cei mai buni jucători olteni în Ştefan cel Mare, totul pentru ca să îi fie bine lui Dinamo"", citat din Gh. Netoiu.
Cum naiba sa nu ''iubesti'' dinamo?",['naiba'],"[(282, 287)]"
33726,"Asta spune Prodanca, dar în realitate nu cred că e așa. Cine naiba să lucreze cu ea? Halal impresar! Bine că a deconspirat-o Gigi că e *** și sabotează alte echipe.",['naiba'],"[(61, 66)]"
2372420,"Degeaba spui de Sorin Matei ca nu știe lumea.
Tu ai devenit Rapidist pt un portar, eu pt cei mai mari driblangii din tara  "" Marcel Răducanu, Iordănescu, Lită Dumitru, Ion Ion și Aelenei"".
Cum dracului sa alegi o echipa pt un portar! 
Cred ca ai fost influențat de mic de personajul principal din ""Miorita"" .",['dracului'],"[(195, 203)]"
5210936,"Multa bafta antrenorilor si fetelor. Iar pentru d-ul Tadici multa sanatate si "" La multi ani! """,[],[]
6847536,"ce stadioane au aia si ce stadioane avem noi,mie imi e jena sa ma duc pe stadioanele din tara sa sustin echipa,dar o fac ptr ca iubesc fotbalul,dar in rest,avem stadioane deplorabile,de toata sila",[],[]
2257184,"Draga Badea, FRF si Liga ar trebui sa se sesizeze mai intii in cazul lui Dinamo pentru ca Borcea a inceput si a mai spus si tiimpeenii pedeasupra, pe cind Costache a spus un adevar care supara intradevar, dar tot adevar ramine.
In alta ordine de idei, Lucescu sau rednic erau la Rapid cind au cistigat titlurile, nu la Dinamo, Ca ei s-au format la Dinamo, este si normal pentru ca voi si Steaua luati TOT ce era mai bun in fotbalul romanesc. Eu zic sa taci ca vorbesti tare aiurea.. Forza STIINTA.",[],[]
27507,"Hai sa o lasam mai moale cu ""marele"" piturca . Am vazut si in Israel si cu Bulgaria .Daca nu erau albanezii ne uitam la televizor cu piturca in frunte.Ca sa nu mai vorbim daca n-ar fi MUTU cum ar juca nationala lui piturca.",[],[]
18006,cei de la valcea sa nu mai comenteze si sa-i multumeasca la Hategan pt victori si sa nu uita k ca pana la sfarsitu campionatului nu o sa-i arbitreze acest al 12-lea jucator pt valceni! Te chinui 8 etape sa urci in clasament si vine un nesimtit si strica tot asta cred valcenii ca i e o victorie meritata?cum or jucat la alba nu merita nici pe locu 10 sa fie asa k ciocu mic si multumiti la Hategan si datii banii!! FORZA UNIREA,[],[]
23033,dumnezeu nu a dormit steaua a primit ce a meritat sa vazut ca in acest campionat steaua a fost cel mai mult ajutata de arbitraj si de butoane sincer nu imi place aceasta stea care este falsa dar cu inima va spun ca azi am cumparat cd steaua 86 doar pe aceei oameni ii simpatizezi iar pt cei de azi le transmit sa invete sa se comporte in teren si in afara si mai ales cand dau declaratii doar ironcice si au parte doar de sany belluri alias lovin care a facut steaua de rusine rusine pt blaturi,[],[]
14246,"Domnul George Becali impreuna cu membrii de conducere ai Partidului Noua Generatie ureaza succes echipei nationale, iar alegatorilor le aminteste cu cine sa voteze in turul 2 al alegerilor locale.
Impreuna vom reusi !",[],[]
19719,ho ca peste 2 ani vine si craiova in uefa.sa vedeti atunci meciuri tari.craiova-barÇa.:),[],[]
39532,"polist din timisoara:BRAVOOO CFR CLUJJJJJJJJ
super bravo si felicitariiiiiiiii la toti clujeniiii care tin cu crf cluj",[],[]
9991,"Nu stiti ma ca asa e la noi la romani , daca ai dat un gol esti la Real Madrid , deja inventeaza oferte de zeci de milioane de euro si toate aberatiile posibile , si daca stam bine sa ne gandim joaca intru-un campionat mult mai slab ca al nostru .",[],[]
37691,Vreti meciuri ? Puneti-va RDS sau faceti presiuni asupra furnizorului de cablu sa accepte oferta celor de la RDS ! Dar in nici un caz nu cereti celor care au platit bani grei pt aceste meciuri (adica RDS) sa le ofere pe gratis si celorlalti ! Ar fi chiar prosti sa faca asa ceva ! EU AM RDS DE ANI DE ZILE SI E OK !!!,[],[]
32190,ai uitat de furturi! 1 punct e rezonabil? De fapt probabil te referi la statistica ligii in care steaua a iesit pe primul loc daca te uiti de la coada la cap,[],[]
18186,"parca akum 5 ani va mandreati cu STANCU ,RADA si PLESAN si spuneati acelas lucru:NU  vor pleca niciodata....asa ca lasati o mai usor....iar in privinta lui becali  ,omu da bani nu sejoaca  ,nu se ascunde dupa vorbe,nu incearca sa vrajeasca pe cineva prin promisiuni ,ceea ce si propune realizeaza(in stilul lui dezagreabil)",[],[]
32300,la nicolita a fost mai nasol. asta a dat in minutul 6 si aveau timp sa recupereze,[],[]
44451,BASELULE...EU TEW-AM VBOTAT SI TE-AS FI VOTAT FARA SA CLIPESC1 CU FAZA ASTA AI DAT CU BOTA IN BALÖTA...VOTUL MEU L-AI PIERDUT1 NICI NU ITI DAI SEAMA CE DESERVICIU TI-AI FACUT ASTAZI1 O SA REALIZEZI TU CE SCUMP TE COSTA SA TE JOCI CU FOCUL1 NEXT PLEASE...,[],[]
10003,"si inca ceva:se vede clar ca amroape jumatate din minge este deasupra liniei, chiar daca nu o atinge. intrucat mingea este rotunda, nu poate atinge  solul cu toata suprafata sa. deci NU este aut. circumferinta mingii nu este doar punctul in care mingea atinge solul",[],[]
9056,"Da,fratilor.Nu am jucat nimic!!E clar ca doar cu Oltchim,nu merge.Fetele joaca de parca le e ...sila.E clar ca Tadici trebuia sa lase ambitiile la o parte si sa o cheme pe Simona Gogarla!!Aici nu e Oltchim sau Brasov,e NATIONALA!!Nu cred ca e o solutie cu majoritatea jucat de la o echipa la care Tadici e si antrenor.Sper ca pana la JO,sa se schimbe ceva si Simona sa fie acolo unde trebuie,la Nationala!!!!Hutupan,trebuie sa fie in forma,nu ca azi,iar selectia realista.Balint la VL?Atunci...:))))",[],[]
39909,"Totul e prea simplu: sportul de performanta se face pe bani grei .. noi am investit, avem 2 echipe in finala .. voi n-ati mai investit de mult, ati ramas pe loc .. nu voi ati devenit mai slabi, ci noi mai puterinici",[],[]
44384,"daca pierdeam incercand sa jucam fotbal, ziceam ca asta e. insa sa faci antijoc de 3 ori si sa pierzi... sa fiu sincer cu un astfel de joc nu meritam sa fim la un turneu final. mai bine ziceau si ei, dom'le tot n-avem nici o sansa, hai macar sa jucam frumos, sa-si aminteasca lumea de noi ca la Mondialul din '70. Tactica noastra a fost sa nu-i lasam pe ceilalti sa joace fotbal, nu sa jucam noi ceva. Jenant!",[],[]
25894,ce trebuie sa fac sa dea porto gol?  pierd 14 milioane...... imi vine sa tipppp!!! Nu mai rezist 3 minute...mai rau e ca porto e in 10,[],[]
13471,Steaua...find....Hai Rapifuletzul!!!...find....http ://parrad0xx.myminicity.com,[],[]
10182,"ce gol senzational a marcat varamiu la chiajna la numai 17 ani!!!!! merita la nationala? 
vezi golul p www....",[],[]
9866,"cum poti sa spui ca muresan a avut greseli de plasament ? cand majoritatea atacurilor erau stopate chiar de el.....el e mijlocas la inchidere ..si trebuia sa vina sa sustina apararea pt ca chivu si tamas au fost vai de ei, cocis a pierdut 70 % din mingi si marica a fost inexistent . mutu nu poate duce echipa in spate ...cand nu are cu cine nu are! . Ii faci loc lui radoi in locul lui muresan si lui banel in locul lui petre ? aaa am uitat se face becalizarea nationalei....",[],[]
16346,"deja au inceput sa piarda puncte
creste presiunea ... deci vor pierde locul 1
cel mai probabil vor pierde calificarea in CL si zic ca este mai bine pt ca sa vazut in meciul cu steaua ca nu fac fatza nici macar pt. UEFA ...
sper sa mearga Steaua si Rapid in cl",[],[]
20132,"la europene, baietii cu o zi inainte de meci erau beti manga, de asta nu am facut nimic............piturca ii acopera , ei se bucura, si noi............afara !!!",[],[]
35203,"Dupa parerea mea este mai bine asa, sa strige conducatorii unii la altii... asa macar mai aflam cine cu cine incearca sa aranjeze meciul... Toti se dau de gol pana la urma... Pai ar fi mai bine sa taca toti si sa apase pe butoane in spatele cortinei? Noi sa mergem la meci, si sa vedem teatru, fara sa stim de ce joc toti ca cizmele?  

Toti sint hoti!!! 

Problema  mare este FEDERATIA care stie.... stie multe.... si nu face NIMIC!

... PRESA rom. la fel... stie dar nu face...",[],[]
18262,lasa-l ca s-a trezit acum si s-a gandit sa intre pe GSP si cred k s-a simtit ofensat...eu zic sa se puna din nou la somn,[],[]
18717,esti total pe langa bre. ai facu o comparatie de doare capu.cum ai reusit?,[],[]
9976,POLITEHNICA TIMISOARA sa nu uite ca este in Liga asta nenorocita si din cauza Stelutzei care i-a cedat barajul de promovare acum cativa ani ! Va faceti ca ati uitat si acum pozati drept sfinti ?,[],[]
35426,cine o mai fi si nePeseiro asta....cica el pleaca daca arbitrii nu il vor...ce treaba avea el cu mingea aia ..se crede si asta mare antrenor...a venit in tara la noi cu niste aere de vedeta..,[],[]
25107,"sau calificat si baietii de la canoe 500
in finala bravo lor",[],[]
9808,copii lasati disputele astea Steua-Dinamo inainte de toate joaca ROMANIA. banel are ceva in plus fata de florentin cu toate ca sunt amandoi depasiti de nivelul la care se joaca la Euro.,[],[]
15516,"ptr flyflushter:
sa nu-ti para rau! daca te mai scremi putin poti sari si singur, zau! n-ai bloc la usa ca sa sari?! esti cumva din crevedia?",[],[]
43027,"Imi este mila de rapidisti ...
Ei vor performanta dar nu au cu cine,cand au un conducator care vrea sa ingroape echipa si interes la bani asta e
E pe fata , doar cine nu vrea sa inteleaga trece cu vederea ce se intampla acolo!!!
Oricum in romania nu se va schimba nimic niciodata , doar antrenori , jucatori , patroni dar sistemul va ramane la fel 
Forta STEAUA (pe ei,pe mama lor)",[],[]
16838,ploiestiul e cu voi ....Azi in Timisoara ...maine in toata tara.Sunt curios sambata la meci ce-o sa se intampla?,[],[]
9221,"Salut vreau si eu doua bilete la tribuna a II-a, ofer max 1 mil pe bucata, tel. 0723363630, multumesc",[],[]
23771,"E clar ca n-a facut banii din arbitraj, insa stau si ma intreb daca facea banii din afaceri, de ce dracu se mai obosea cu arbitrajul si cu amaritul de barem de 100 de euro cit era acum 7-8 ani? poate sa raspunda cineva? sa fim seriosi, i-au iesit bani multi din arbitraj",[],[]
34605,GIGI! ai mai economisit ceva bani cu Gloria... Pierdeti maine si faci avere doar din economi!!!,[],[]
37772,"HAHAHHHHAHAHAAHAHAHAHAHAHHAHAHA..............................., DE MULT N-AM MAI AUZIT UN BANC ATAT DE BUN :D. SI DACA AR JUCA FIECARE CU REZERVELE, MAI MULT DE 0 PUNCTE NU FACEM.",[],[]
22134,proostul moare de drum lung si  rednic de grija rapidului!,[],[]
43614,Prietene Alex tu chiar crezi ce scrii pe aici ? Pentru ca daca este asa iti pot recomanda un doctor psihiatru... Exista vreo intamplare pe lumea asta care sa nu fie o conspiratie impotriva cfr-ului ?,[],[]
13976,"ma nu stiu ce-i tot dati inainte cu scoru'.
ba ca la roma-kiev era 0-1, ba ca la sevilla era 1-2.
nu conteaza.
doar nu vreti sa spuneti ca ala care l-a lovit pe deaconu era stelist ?",[],[]
11803,"Pt mine Eugen Trica este o surpriza f placuta pt modul cum abordeaza partidele pt viziunea din teren pt modul cum inscrie etc.Sunt suparat pe cei ce l-au antrenat si nu si-au dat seama de valoarea lui,s-a plimbat prin campionate ""mici"" si nu am stiut ca avem asa un jucator valoros pt nationala
In rest CFR MAI ARE DE LUCRU LA INTEGRAREA JUCATORILOR NOU VENITI IAR PE LA JUMATATEA RETURULUI VOR ATINGE FORMA SI OMOGENIZAREA MAXIMA
EU LE MULTUMESC PT JOCURILE BUNE FACUTE PT SPECTACOLUL FO",[],[]
25985,"o sa se ajunga sa se omoare lumea pe stadioane dn cauza lui muresan asta,toata raca el a bagato intre echipele din bucuresti se pare ca ia mers pina aici de acum incolo nu ii mai merge, si pe conducatori tot el ii inebunesti de fiecare data tine cu conducatori unde are el interes pentru echipa lui.",[],[]
33498,"Pana la urma de ce s-a suparat Fabbiani,ce,nu e gras?Doar n-o fi slab...",[],[]
26047,"""Păcat de banii pe care îi băgăm că din cauza la unii suporteri"" ...frumoasa exprimare. Aaaa, si aia nu s-au ""reprezentat"" decat pe dinamovisti acolo nu pe toti romanii. Asa sunt dinamovistii....",[],[]
40588,"ASTA NU E DELOC O VESTE BUNA ! 
  CHIAR AVEAM MARE NEVOIE DE LOBONT !
  CINE VA ZBURA DISEARA DIN BARA IN BARA?
  AM INCREDERE SI IN MARIUS POPA K VA FACE UN MECI BUN ! E STILUL LUI DE A SE MOBILIZA LA MAXIM PT. ASTFEL DE PARTIDE !
  SA SPERAM K LOBBY VA FI RECUPERAT PANA DUMINICA , PT. K ALTFEL VA FI DERANJ MARE IN APARAREA LUI DINAMO, SI NIMENI NU-SI DORESTE ASTA!
   BAFTA TRICOLORILOR !
    
    INSANATOSIRE GRABNICA  LOBBY !

  FORZA  DINAMO !",[],[]
16992,"BRAVO NEA POPICA,FACI ACOLO LA IASI TREABA BUNA CU O ECHIPA DE DESCULTZI:)))))
NU STIU CUM TE-AI DESCURCA LA O  ECHIPA MARE IN CAPITALA DAR PE UNDE AI FOST AI FACUT TREABA.
FELICITARI SI MULT RESPECT.AI MULT SANGE IN TINE SI TUPEU.E DE APRECIAT.",[],[]
17311,la cate penalty-uri ati furat voi la altii 1 in minus nu se mai pune. Steaua a jucat cfr-ul s-a chinuit scorul este corect daca va dadea penalty apara Zapata si va dadeam 4 nu 3 asa ca ziceti mersi ca nu a vazut arbitru. :)) verzelor,[],[]
9967,Se vorbeste continuu despre acel dans al lui Adrian Mutu impotriva Cataniei dar nu am vazut nici unde vreun filmuletz cu faza aceea :(,[],[]
15951,"Mai sant meciuri grele pt CFR: la Dinamo si la Urziceni unde n-au cum sa faca japca !!! Ar fi culmea sa-i dea japca chiar lu' Dinamo in Stefan cel Mare !!! Nici la Urziceni n-o sa poata pt ca tot stadionul va fi cu Steaua in frunte cu Becali, la Iasi n-a castigat nimeni iar cu Rapid va fi pe viata si pe moarte..., deci sa nu ne grabim cu 'campioana'..., iar in Ultima etapa e posibil ca U Cluj sa aiba neaparat nevoie de 3 puncte pt a ramane in prima liga si atunci sa vezi meci...",[],[]
